A0A0E0UD69	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UD90	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UD97	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UDD5	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UDL4	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UDW5	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UEF9	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UEH3	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UET8	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UEW7	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UEX4	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UFF6	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UFH5	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UFJ1	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UFL2	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UG10	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UG46	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UGD4	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UGI2	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UGL8	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UH56	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UHM0	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UHQ8	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UHT8	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UHU9	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UHV7	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UI25	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UI36	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UIH3	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UII0	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UIQ4	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UJ54	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UJ98	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UJC1	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UKM9	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UKN7	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UKP1	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UKY1	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UL81	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0ULB5	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0ULH8	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UN93	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UN97	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UNG4	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UNJ4	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UNP3	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UPG1	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UPL1	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UPR3	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UPR9	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UPX2	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UQ72	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UQG5	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0URT6	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UW41	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E0UWC2	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E1EET6	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E1EL42	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E1EN14	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E1R974	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E1Y3Q6	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E2CSW4	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E2D3A7	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E3CNN1	N/A,,N/A,,N/A,,N/A,,N/A
A0A0E3CRJ7	N/A,,N/A,,N/A,,N/A,,N/A
A0A0F0JYS2	N/A,,N/A,,N/A,,N/A,,N/A
A0A0F6P9K5	N/A,,N/A,,N/A,,N/A,,N/A
A0A0G2PF30	N/A,,N/A,,N/A,,N/A,,N/A
A0A0G2Q9D4	N/A,,N/A,,N/A,,N/A,,N/A
A0A0G2Q9D8	N/A,,N/A,,N/A,,N/A,,N/A
A0A0G2Q9E8	N/A,,N/A,,N/A,,N/A,,N/A
A0A0G2Q9E9	N/A,,N/A,,N/A,,N/A,,N/A
A0A0G2Q9F8	N/A,,N/A,,N/A,,N/A,,N/A
A0A0G2Q9F9	N/A,,N/A,,N/A,,N/A,,N/A
A0A0G2Q9G0	N/A,,N/A,,N/A,,N/A,,N/A
A0A0G2Q9H1	N/A,,N/A,,N/A,,N/A,,N/A
A0A0G2Q9H2	N/A,,N/A,,N/A,,N/A,,N/A
A0A0G2Q9I7	N/A,,N/A,,N/A,,N/A,,N/A
A0A0G2Q9K0	N/A,,N/A,,N/A,,N/A,,N/A
A0A0G2Q9L2	N/A,,N/A,,N/A,,N/A,,N/A
A0A0G2Q9N7	N/A,,N/A,,N/A,,N/A,,N/A
A0A0G2Q9N9	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H0YCP0	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H0YG72	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H0YGD0	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H1NRE3	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H1XJQ7	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2UQ40	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2USC0	NEL,,PF14496,,PF14496.6,,C-terminal novel E3 ligase, LRR-interacting,,292-502;;TTSSLRR,,PF12468,,PF12468.8,,Type III secretion system leucine rich repeat protein,,7-63
A0A0H2USF2	HTHTnp1,,PF01527,,PF01527.20,,Transposase,,1-88
A0A0H2USF3	HTHTnp1,,PF01527,,PF01527.20,,Transposase,,1-88
A0A0H2USG1	NEL,,PF14496,,PF14496.6,,C-terminal novel E3 ligase, LRR-interacting,,292-502;;TTSSLRR,,PF12468,,PF12468.8,,Type III secretion system leucine rich repeat protein,,7-63
A0A0H2USH9	HTHTnp1,,PF01527,,PF01527.20,,Transposase,,1-89
A0A0H2USM2	DDETnpIS66,,PF03050,,PF03050.14,,Transposase IS66 family,,197-484;;DDETnpIS66C,,PF13817,,PF13817.6,,IS66 C-terminal element,,490-527;;LZTnpIS66,,PF13007,,PF13007.7,,Transposase C of IS166 homeodomain,,39-132;;zf-IS66,,PF13005,,PF13005.7,,zinc-finger binding domain of transposase IS66,,139-183
A0A0H2USP0	HTH21,,PF13276,,PF13276.6,,HTH-like domain,,8-55;;rve,,PF00665,,PF00665.26,,Integrase core domain,,78-194
A0A0H2USP5	DDETnpIS66,,PF03050,,PF03050.14,,Transposase IS66 family,,197-484;;DDETnpIS66C,,PF13817,,PF13817.6,,IS66 C-terminal element,,490-527;;LZTnpIS66,,PF13007,,PF13007.7,,Transposase C of IS166 homeodomain,,39-132;;zf-IS66,,PF13005,,PF13005.7,,zinc-finger binding domain of transposase IS66,,139-183
A0A0H2USS8	DDETnpIS66,,PF03050,,PF03050.14,,Transposase IS66 family,,197-484;;DDETnpIS66C,,PF13817,,PF13817.6,,IS66 C-terminal element,,490-527;;LZTnpIS66,,PF13007,,PF13007.7,,Transposase C of IS166 homeodomain,,39-132;;zf-IS66,,PF13005,,PF13005.7,,zinc-finger binding domain of transposase IS66,,139-183
A0A0H2UWW5	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2UWZ6	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2UX03	Aconitase,,PF00330,,PF00330.20,,Aconitase family (aconitate hydratase),,408-818;;Aconitase2N,,PF06434,,PF06434.13,,Aconitate hydratase 2 N-terminus,,168-382;;AconitaseBN,,PF11791,,PF11791.8,,Aconitate B N-terminal domain,,4-156
A0A0H2UX23	HTHTnp1,,PF01527,,PF01527.20,,Transposase,,1-88
A0A0H2UX29	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2UX95	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2UXE8	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2UXR4	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2UXU2	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2UXV0	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2UXW2	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2UY03	NEL,,PF14496,,PF14496.6,,C-terminal novel E3 ligase, LRR-interacting,,303-513;;TTSSLRR,,PF12468,,PF12468.8,,Type III secretion system leucine rich repeat protein,,4-54
A0A0H2UY50	Hydrolase3,,PF08282,,PF08282.12,,haloacid dehalogenase-like hydrolase,,1-250
A0A0H2UY62	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2UY65	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2UY89	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2UY99	AAA,,PF00004,,PF00004.29,,ATPase family associated with various cellular activities (AAA),,210-348;;AAA2,,PF07724,,PF07724.14,,AAA domain (Cdc48 subfamily),,486-647;;AAAlid9,,PF17871,,PF17871.1,,AAA lid domain,,350-457;;ClpBD2-small,,PF10431,,PF10431.9,,C-terminal, D2-small domain, of ClpB protein,,653-733;;ClpN,,PF02861,,PF02861.20,,Clp amino terminal domain, pathogenicity island component,,13-63
A0A0H2UYA8	HTH21,,PF13276,,PF13276.6,,HTH-like domain,,25-83;;rve,,PF00665,,PF00665.26,,Integrase core domain,,106-222
A0A0H2UYC2	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2UYC3	QueH,,PF02677,,PF02677.14,,Epoxyqueuosine reductase QueH,,1-162
A0A0H2UYD2	HTH21,,PF13276,,PF13276.6,,HTH-like domain,,24-83;;rve,,PF00665,,PF00665.26,,Integrase core domain,,106-222
A0A0H2UYJ4	HTH21,,PF13276,,PF13276.6,,HTH-like domain,,24-83;;rve,,PF00665,,PF00665.26,,Integrase core domain,,106-221
A0A0H2UYP6	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2UYV7	Molybdopterin,,PF00384,,PF00384.22,,Molybdopterin oxidoreductase,,108-833;;Molydopbinding,,PF01568,,PF01568.21,,Molydopterin dinucleotide binding domain,,1087-1206;;NitrredalphN,,PF14710,,PF14710.6,,Respiratory nitrate reductase alpha N-terminal,,3-40
A0A0H2UYY2	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2UYY3	TopoZnRibbon,,PF08272,,PF08272.11,,Topoisomerase I zinc-ribbon-like,,757-793 824-864;;Topoisombac,,PF01131,,PF01131.20,,DNA topoisomerase,,156-565;;Toprim,,PF01751,,PF01751.22,,Toprim domain,,4-142;;zf-C4Topoisom,,PF01396,,PF01396.19,,Topoisomerase DNA binding C4 zinc finger,,596-639 708-745
A0A0H2UYY9	HTHTnp1,,PF01527,,PF01527.20,,Transposase,,3-73
A0A0H2UZ04	HTH8,,PF02954,,PF02954.19,,Bacterial regulatory protein, Fis family,,288-328;;Sigma54activat,,PF00158,,PF00158.26,,Sigma-54 interaction domain,,13-180
A0A0H2UZ60	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2UZ75	rve,,PF00665,,PF00665.26,,Integrase core domain,,1-109
A0A0H2UZI2	HTH21,,PF13276,,PF13276.6,,HTH-like domain,,2-48;;rve,,PF00665,,PF00665.26,,Integrase core domain,,71-187
A0A0H2UZL0	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2UZM7	HTH21,,PF13276,,PF13276.6,,HTH-like domain,,24-83;;rve,,PF00665,,PF00665.26,,Integrase core domain,,106-222
A0A0H2UZP6	GSTC,,PF00043,,PF00043.25,,Glutathione S-transferase, C-terminal domain,,100-189;;GSTN,,PF02798,,PF02798.20,,Glutathione S-transferase, N-terminal domain,,1-75
A0A0H2UZP8	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2UZQ6	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2UZT5	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2UZX5	HTH21,,PF13276,,PF13276.6,,HTH-like domain,,24-83;;rve,,PF00665,,PF00665.26,,Integrase core domain,,106-222
A0A0H2UZZ8	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V013	PNPaseC,,PF12111,,PF12111.8,,Polyribonucleotide phosphorylase C terminal,,1021-1057;;RNaseEG,,PF10150,,PF10150.9,,Ribonuclease E/G family,,118-389;;S1,,PF00575,,PF00575.23,,S1 RNA binding domain,,32-116
A0A0H2V042	ASLC,,PF08328,,PF08328.11,,Adenylosuccinate lyase C-terminal,,331-445;;Lyase1,,PF00206,,PF00206.20,,Lyase,,14-320
A0A0H2V062	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V075	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V0B5	SUI1,,PF01253,,PF01253.22,,Translation initiation factor SUI1,,30-103
A0A0H2V0C3	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V0C8	HTH21,,PF13276,,PF13276.6,,HTH-like domain,,24-83;;rve,,PF00665,,PF00665.26,,Integrase core domain,,106-222
A0A0H2V0D7	HTH21,,PF13276,,PF13276.6,,HTH-like domain,,96-155;;rve,,PF00665,,PF00665.26,,Integrase core domain,,178-294
A0A0H2V0E5	DDETnpIS66,,PF03050,,PF03050.14,,Transposase IS66 family,,197-273;;LZTnpIS66,,PF13007,,PF13007.7,,Transposase C of IS166 homeodomain,,39-132;;zf-IS66,,PF13005,,PF13005.7,,zinc-finger binding domain of transposase IS66,,139-183
A0A0H2V0F8	HTH21,,PF13276,,PF13276.6,,HTH-like domain,,24-83;;rve,,PF00665,,PF00665.26,,Integrase core domain,,106-213
A0A0H2V0J1	AAA31,,PF13614,,PF13614.6,,AAA domain,,541-701;;GNVR,,PF13807,,PF13807.6,,G-rich domain on putative tyrosine kinase,,379-460;;Wzz,,PF02706,,PF02706.15,,Chain length determinant protein,,28-119
A0A0H2V0L8	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V0M8	HTH21,,PF13276,,PF13276.6,,HTH-like domain,,24-83;;rve,,PF00665,,PF00665.26,,Integrase core domain,,106-222
A0A0H2V0Q5	CCG,,PF02754,,PF02754.16,,Cysteine-rich domain,,163-249 293-377;;Fer48,,PF13183,,PF13183.6,,4Fe-4S dicluster domain,,5-70
A0A0H2V0R7	Exoendophos,,PF03372,,PF03372.23,,Endonuclease/Exonuclease/phosphatase family,,4-259
A0A0H2V0T8	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V0W2	HTHTnp1,,PF01527,,PF01527.20,,Transposase,,1-48
A0A0H2V0Y6	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V0Z7	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V104	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V107	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V132	KHdom-like,,PF14714,,PF14714.6,,KH-domain-like of EngA bacterial GTPase enzymes, C-terminal,,378-458;;MMRHSR1,,PF01926,,PF01926.23,,50S ribosome-binding GTPase,,4-119 204-322
A0A0H2V137	MolybdopFe4S4,,PF04879,,PF04879.16,,Molybdopterin oxidoreductase Fe4S4 domain,,43-104;;Molybdopterin,,PF00384,,PF00384.22,,Molybdopterin oxidoreductase,,107-593;;Molydopbinding,,PF01568,,PF01568.21,,Molydopterin dinucleotide binding domain,,890-1009
A0A0H2V170	NEL,,PF14496,,PF14496.6,,C-terminal novel E3 ligase, LRR-interacting,,324-534;;TTSSLRR,,PF12468,,PF12468.8,,Type III secretion system leucine rich repeat protein,,4-49
A0A0H2V179	HTH21,,PF13276,,PF13276.6,,HTH-like domain,,2-48;;rve,,PF00665,,PF00665.26,,Integrase core domain,,71-187
A0A0H2V1A9	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V1B5	Glucysligase,,PF04262,,PF04262.14,,Glutamate-cysteine ligase,,1-308
A0A0H2V1E3	SpoUmethylase,,PF00588,,PF00588.19,,SpoU rRNA Methylase family,,197-337;;SpoUsubbind,,PF08032,,PF08032.12,,RNA 2'-O ribose methyltransferase substrate binding,,109-183
A0A0H2V1J2	AldXandhC,,PF01315,,PF01315.22,,Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain,,23-139;;AldXandhC2,,PF02738,,PF02738.18,,Molybdopterin-binding domain of aldehyde dehydrogenase,,155-700
A0A0H2V1J5	HTH21,,PF13276,,PF13276.6,,HTH-like domain,,24-83;;rve,,PF00665,,PF00665.26,,Integrase core domain,,106-222
A0A0H2V1M4	AMIN,,PF11741,,PF11741.8,,AMIN domain,,69-172;;Amidase3,,PF01520,,PF01520.18,,N-acetylmuramoyl-L-alanine amidase,,220-435
A0A0H2V1N8	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V1P4	OKRDC1,,PF01276,,PF01276.20,,Orn/Lys/Arg decarboxylase, major domain,,121-563;;OKRDC1C,,PF03711,,PF03711.15,,Orn/Lys/Arg decarboxylase, C-terminal domain,,588-718;;OKRDC1N,,PF03709,,PF03709.15,,Orn/Lys/Arg decarboxylase, N-terminal domain,,24-115
A0A0H2V1Q4	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V1U5	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V1V4	HTHTnp1,,PF01527,,PF01527.20,,Transposase,,1-88
A0A0H2V1V9	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V1Z0	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V203	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V252	DDETnpIS66,,PF03050,,PF03050.14,,Transposase IS66 family,,197-484;;DDETnpIS66C,,PF13817,,PF13817.6,,IS66 C-terminal element,,490-527;;LZTnpIS66,,PF13007,,PF13007.7,,Transposase C of IS166 homeodomain,,39-132;;zf-IS66,,PF13005,,PF13005.7,,zinc-finger binding domain of transposase IS66,,139-183
A0A0H2V292	HTH21,,PF13276,,PF13276.6,,HTH-like domain,,24-83;;rve,,PF00665,,PF00665.26,,Integrase core domain,,106-222
A0A0H2V2A5	DAO,,PF01266,,PF01266.24,,FAD dependent oxidoreductase,,10-364;;DAOC,,PF16901,,PF16901.5,,C-terminal domain of alpha-glycerophosphate oxidase,,384-506
A0A0H2V2A8	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V2B5	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V2L0	HTHTnp1,,PF01527,,PF01527.20,,Transposase,,1-59
A0A0H2V2S3	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V2U9	HTHTnp1,,PF01527,,PF01527.20,,Transposase,,23-103
A0A0H2V2V7	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V2Y1	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V2Y7	TPPenzymeC,,PF02775,,PF02775.21,,Thiamine pyrophosphate enzyme, C-terminal TPP binding domain,,360-508;;TPPenzymeM,,PF00205,,PF00205.22,,Thiamine pyrophosphate enzyme, central domain,,171-304;;TPPenzymeN,,PF02776,,PF02776.18,,Thiamine pyrophosphate enzyme, N-terminal TPP binding domain,,1-153
A0A0H2V2Z3	DUF1198,,PF06711,,PF06711.11,,Protein of unknown function (DUF1198),,10-152
A0A0H2V371	AIRS,,PF00586,,PF00586.24,,AIR synthase related protein, N-terminal domain,,22-139;;AIRSC,,PF02769,,PF02769.22,,AIR synthase related protein, C-terminal domain,,151-302
A0A0H2V3A5	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V3C6	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V3I9	PTSEIIB,,PF00367,,PF00367.20,,phosphotransferase system, EIIB,,10-42;;PTSEIIC,,PF02378,,PF02378.18,,Phosphotransferase system, EIIC,,111-405
A0A0H2V3M4	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V3M9	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V3N4	HTH21,,PF13276,,PF13276.6,,HTH-like domain,,83-142;;rve,,PF00665,,PF00665.26,,Integrase core domain,,165-281
A0A0H2V3P9	HTH21,,PF13276,,PF13276.6,,HTH-like domain,,24-83;;rve,,PF00665,,PF00665.26,,Integrase core domain,,106-222
A0A0H2V3Q5	MolybdopFe4S4,,PF04879,,PF04879.16,,Molybdopterin oxidoreductase Fe4S4 domain,,43-104;;Molybdopterin,,PF00384,,PF00384.22,,Molybdopterin oxidoreductase,,107-592;;Molydopbinding,,PF01568,,PF01568.21,,Molydopterin dinucleotide binding domain,,891-1010
A0A0H2V3S2	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V3S3	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V3V0	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V407	zf-C4Topoisom,,PF01396,,PF01396.19,,Topoisomerase DNA binding C4 zinc finger,,4-42 53-91 95-135 136-162
A0A0H2V442	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V488	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V555	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V5C4	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2V5L0	CobWC,,PF07683,,PF07683.14,,Cobalamin synthesis protein cobW C-terminal domain,,190-283;;cobW,,PF02492,,PF02492.19,,CobW/HypB/UreG, nucleotide-binding domain,,1-150
A0A0H2VSM9	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2VSS8	Glyoxalase,,PF00903,,PF00903.25,,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,,15-135
A0A0H2VT45	UPF0014,,PF03649,,PF03649.13,,Uncharacterised protein family (UPF0014),,17-254
A0A0H2VT54	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2VT81	AMP-binding,,PF00501,,PF00501.28,,AMP-binding enzyme,,31-438;;AMP-bindingC,,PF13193,,PF13193.6,,AMP-binding enzyme C-terminal domain,,446-520
A0A0H2VTA6	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2VTF9	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2VTI8	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2VTK0	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2VTU0	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2VTW3	Phageportal2,,PF05136,,PF05136.13,,Phage portal protein, lambda family,,3-74
A0A0H2VTY7	Pentapeptide,,PF00805,,PF00805.22,,Pentapeptide repeats (8 copies),,428-460
A0A0H2VTZ4	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2VUP7	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2VUT9	Dak1,,PF02733,,PF02733.17,,Dak1 domain,,27-361
A0A0H2VUW9	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2VUZ8	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2VV08	IGPS,,PF00218,,PF00218.21,,Indole-3-glycerol phosphate synthase,,6-253;;PRAI,,PF00697,,PF00697.22,,N-(5'phosphoribosyl)anthranilate (PRA) isomerase,,258-449
A0A0H2VV29	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2VV39	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2VV44	N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2VV48	N/A,,N/A,,N/A,,N/A,,N/A
