A0A0H2UYA8	SF0884,,Protein does not contain a CCBD within the first 150 amino acids,,0.97638,,none,,PF13276 47;PF00665 34,,-
A0A0H2UYC2	SF0216,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2UYC3	SF0869,,Protein does not contain a CCBD within the first 150 amino acids,,0.00327,,none,,-,,-
A0A0H2UYD2	SF0882,,Protein does not contain a CCBD within the first 150 amino acids,,0.9874,,none,,PF13276 47;PF00665 34,,-
A0A0H2UYJ4	SF1038,,Protein does not contain a CCBD within the first 150 amino acids,,0.97638,,none,,PF13276 47;PF00665 34,,-
A0A0H2UYP6	SF1100,,Protein does not contain a CCBD within the first 150 amino acids,,0.0022,,none,,-,,-
A0A0H2UYV7	SF1227,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2UYY2	SF1273,,Protein does not contain a CCBD within the first 150 amino acids,,1e-05,,none,,-,,-
A0A0H2UYY3	SF1276,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2UYY9	SF3515,,Protein does not contain a CCBD within the first 150 amino acids,,1e-05,,none,,PF01527 47,,-
A0A0H2UZ04	SF1308,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2UZ60	SF1392,,Protein does not contain a CCBD within the first 150 amino acids,,0.66109,,none,,-,,-
A0A0H2UZ75	SF1374,,Protein does not contain a CCBD within the first 150 amino acids,,2e-05,,none,,PF00665 34,,-
A0A0H2UZI2	SF1253,,Protein does not contain a CCBD within the first 150 amino acids,,0.00021,,none,,PF13276 47;PF00665 34,,-
A0A0H2UZL0	SF1635,,Protein does not contain a CCBD within the first 150 amino acids,,1e-05,,none,,-,,-
A0A0H2UZM7	SF0866,,Protein does not contain a CCBD within the first 150 amino acids,,0.97638,,none,,PF13276 47;PF00665 34,,-
A0A0H2UZP6	SF1660,,Protein does not contain a CCBD within the first 150 amino acids,,0.00016,,possibly mitochondrial,,-,,-
A0A0H2UZP8	SF0892,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2UZQ6	SF1685,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,ER,,-,,-
A0A0H2UZT5	SF0950,,Protein does not contain a CCBD within the first 150 amino acids,,0.00036,,none,,-,,YES
A0A0H2UZX5	SF1847,,Protein does not contain a CCBD within the first 150 amino acids,,0.97638,,none,,PF13276 47;PF00665 34,,-
A0A0H2UZZ8	SF1879,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2V013	SF1088,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2V042	SF1150,,Protein does not contain a CCBD within the first 150 amino acids,,7e-05,,none,,-,,-
A0A0H2V062	SF1201,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2V075	SF1920,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2V0B5	SF1286,,Protein does not contain a CCBD within the first 150 amino acids,,0.04892,,none,,-,,-
A0A0H2V0C3	SF2053,,Protein does not contain a CCBD within the first 150 amino acids,,0.04642,,none,,-,,-
A0A0H2V0C8	SF2062,,Protein does not contain a CCBD within the first 150 amino acids,,0.97638,,none,,PF13276 47;PF00665 34,,-
A0A0H2V0D7	SF2025,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,PF13276 47;PF00665 34,,-
A0A0H2V0E5	SF2035,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,PF03050 8,,-
A0A0H2V0F8	SF2052,,Protein does not contain a CCBD within the first 150 amino acids,,0.97638,,none,,PF13276 47;PF00665 34,,-
A0A0H2V0J1	SF2124,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2V0L8	SF2250,,Protein does not contain a CCBD within the first 150 amino acids,,1e-05,,none,,-,,-
A0A0H2V0M8	SF2182,,Protein does not contain a CCBD within the first 150 amino acids,,0.97638,,none,,PF13276 47;PF00665 34,,-
A0A0H2V0Q5	SF2325,,Protein does not contain a CCBD within the first 150 amino acids,,0.99988,,none,,-,,-
A0A0H2V0R7	SF1477,,Protein does not contain a CCBD within the first 150 amino acids,,4e-05,,none,,-,,-
A0A0H2V0T8	SF2372,,Protein does not contain a CCBD within the first 150 amino acids,,0.58823,,none,,-,,-
A0A0H2V0W2	SF1580,,Protein does not contain a CCBD within the first 150 amino acids,,0.00053,,possibly mitochondrial,,PF01527 47,,-
A0A0H2V0Y6	SF2445,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2V0Z7	SF2476,,Protein does not contain a CCBD within the first 150 amino acids,,0.99972,,none,,-,,-
A0A0H2V104	SF2505,,Protein does not contain a CCBD within the first 150 amino acids,,0.02176,,none,,-,,-
A0A0H2V107	SF2493,,Protein does not contain a CCBD within the first 150 amino acids,,0.00061,,none,,-,,-
A0A0H2V132	SF2557,,Protein does not contain a CCBD within the first 150 amino acids,,1e-05,,possibly mitochondrial,,-,,-
A0A0H2V137	SF1751,,-,,-,,-,,-,,-
A0A0H2V170	SF2610,,Protein does not contain a CCBD within the first 150 amino acids,,1.0,,none,,-,,-
A0A0H2V179	SF2621,,Protein does not contain a CCBD within the first 150 amino acids,,0.00021,,none,,PF13276 47;PF00665 34,,-
A0A0H2V1A9	SF2545,,Protein does not contain a CCBD within the first 150 amino acids,,4e-05,,none,,-,,-
A0A0H2V1B5	SF2715,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2V1E3	SF2643,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2V1J2	SF2868,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2V1J5	SF2757,,Protein does not contain a CCBD within the first 150 amino acids,,0.97638,,none,,PF13276 47;PF00665 34,,-
A0A0H2V1M4	SF2828,,Protein does not contain a CCBD within the first 150 amino acids,,0.03149,,none,,-,,-
A0A0H2V1N8	SF2965,,Protein does not contain a CCBD within the first 150 amino acids,,1e-05,,none,,-,,YES
A0A0H2V1P4	SF2962,,CCBD (LPAGVTAVIN) found downstream of expected region,,0.0,,possibly ER,,-,,-
A0A0H2V1Q4	SF2978,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2V1U5	SF2968,,Protein does not contain a CCBD within the first 150 amino acids,,0.00082,,possibly mitochondrial,,-,,-
A0A0H2V1V4	SF2979,,Protein does not contain a CCBD within the first 150 amino acids,,0.00027,,none,,PF01527 47,,-
A0A0H2V1V9	SF3068,,Protein does not contain a CCBD within the first 150 amino acids,,0.99966,,none,,-,,-
A0A0H2V1Z0	SF3154,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,PF01228 4,,-
A0A0H2V203	SF3166,,Protein does not contain a CCBD within the first 150 amino acids,,0.99634,,none,,-,,-
A0A0H2V252	SF3324,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,PF03050 8,,-
A0A0H2V292	SF2033,,Protein does not contain a CCBD within the first 150 amino acids,,0.97638,,none,,PF13276 47;PF00665 34,,-
A0A0H2V2A5	SF3448,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2V2A8	SF3165,,Protein does not contain a CCBD within the first 150 amino acids,,0.0404,,none,,-,,YES
A0A0H2V2B5	SF3466,,Protein does not contain a CCBD within the first 150 amino acids,,0.00111,,none,,-,,-
A0A0H2V2L0	SF2313,,Protein does not contain a CCBD within the first 150 amino acids,,0.07415,,ER,,PF01527 47,,-
A0A0H2V2S3	SF2479,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,ER,,-,,-
A0A0H2V2U9	SF0673,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,ER,,PF01527 47,,-
A0A0H2V2V7	SF3738,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,ER,,-,,-
A0A0H2V2Y1	SF2580,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,possibly mitochondrial,,-,,-
A0A0H2V2Y7	SF3790,,Protein does not contain a CCBD within the first 150 amino acids,,0.97698,,none,,-,,-
A0A0H2V2Z3	SF3798,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,ER,,-,,-
A0A0H2V371	SF2747,,Protein does not contain a CCBD within the first 150 amino acids,,0.06119,,none,,-,,-
A0A0H2V3A5	SF2760,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2V3C6	SF2815,,Protein does not contain a CCBD within the first 150 amino acids,,1.0,,none,,-,,-
A0A0H2V3I9	SF4250,,Protein does not contain a CCBD within the first 150 amino acids,,6e-05,,none,,-,,-
A0A0H2V3M4	SF4266,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,ER,,-,,-
A0A0H2V3M9	SF4312,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2V3N4	SF4285,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,PF13276 47;PF00665 34,,-
A0A0H2V3P9	SF4360,,Protein does not contain a CCBD within the first 150 amino acids,,0.97638,,none,,PF13276 47;PF00665 34,,-
A0A0H2V3Q5	SF3970,,-,,-,,-,,-,,-
A0A0H2V3S2	SF4018,,Protein does not contain a CCBD within the first 150 amino acids,,6e-05,,none,,-,,-
A0A0H2V3S3	SF4383,,Protein does not contain a CCBD within the first 150 amino acids,,0.99997,,none,,-,,-
A0A0H2V3V0	SF4085,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2V407	SF3315,,Protein does not contain a CCBD within the first 150 amino acids,,0.00982,,none,,-,,-
A0A0H2V442	SF4251,,Protein does not contain a CCBD within the first 150 amino acids,,0.99995,,none,,-,,-
A0A0H2V488	SF3523,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2V555	SF4081,,Protein does not contain a CCBD within the first 150 amino acids,,0.43971,,none,,-,,-
A0A0H2V5C4	SF4197,,Protein does not contain a CCBD within the first 150 amino acids,,0.97446,,none,,-,,-
A0A0H2V5L0	SF4370,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2VSM9	SF0480,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,possibly ER,,PF01527 47,,-
A0A0H2VSS8	SF0177,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,possibly mitochondrial,,-,,-
A0A0H2VT45	SF0436,,Protein does not contain a CCBD within the first 150 amino acids,,0.00118,,none,,-,,-
A0A0H2VT54	SF0259,,Protein does not contain a CCBD within the first 150 amino acids,,0.41313,,none,,-,,-
A0A0H2VT81	SF0508,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2VTA6	SF0422,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,YES
A0A0H2VTF9	SF0527,,Protein does not contain a CCBD within the first 150 amino acids,,0.93007,,none,,-,,-
A0A0H2VTI8	SF0587,,Protein does not contain a CCBD within the first 150 amino acids,,0.94282,,none,,-,,-
A0A0H2VTK0	SF4358,,Protein does not contain a CCBD within the first 150 amino acids,,2e-05,,none,,PF01527 47,,-
A0A0H2VTU0	SF0736,,Protein does not contain a CCBD within the first 150 amino acids,,0.21559,,possibly ER,,-,,-
A0A0H2VTW3	SF0702,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2VTY7	SF0820,,CCBD (ISIGIRNVSN) found downstream of expected region,,1.0,,none,,-,,-
A0A0H2VTZ4	SF0929,,Protein does not contain a CCBD within the first 150 amino acids,,0.11878,,none,,-,,-
A0A0H2VUP7	SF0197,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,ER,,-,,-
A0A0H2VUT9	SF1203,,Protein does not contain a CCBD within the first 150 amino acids,,3e-05,,none,,-,,-
A0A0H2VUW9	SF1179,,Protein does not contain a CCBD within the first 150 amino acids,,0.10625,,none,,-,,-
A0A0H2VUZ8	SF1240,,Protein does not contain a CCBD within the first 150 amino acids,,1e-05,,none,,-,,-
A0A0H2VV08	SF1265,,Protein does not contain a CCBD within the first 150 amino acids,,0.00011,,none,,-,,-
A0A0H2VV29	SF0384,,Protein does not contain a CCBD within the first 150 amino acids,,1e-05,,none,,-,,-
A0A0H2VV39	SF1822,,Protein does not contain a CCBD within the first 150 amino acids,,0.00104,,none,,-,,-
A0A0H2VV44	SF1814,,Protein does not contain a CCBD within the first 150 amino acids,,7e-05,,none,,-,,-
A0A0H2VV48	SF0424,,Protein does not contain a CCBD within the first 150 amino acids,,0.73609,,none,,-,,-
A0A0H2VVB7	SF0544,,Protein does not contain a CCBD within the first 150 amino acids,,1.0,,possibly mitochondrial,,-,,-
A0A0H2VVC0	SF1456,,Protein does not contain a CCBD within the first 150 amino acids,,0.15856,,none,,-,,-
A0A0H2VVD2	SF0574,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,possibly ER,,-,,-
A0A0H2VVG5	SF0571,,Protein does not contain a CCBD within the first 150 amino acids,,1.0,,none,,-,,-
A0A0H2VVI1	SF1591,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2VVP2	SF0753,,Protein does not contain a CCBD within the first 150 amino acids,,0.99629,,none,,-,,-
A0A0H2VVS9	SF2159,,Protein does not contain a CCBD within the first 150 amino acids,,0.00022,,none,,-,,-
A0A0H2VVU1	SF1857,,Protein does not contain a CCBD within the first 150 amino acids,,1.0,,none,,-,,-
A0A0H2VW13	SF0917,,Protein does not contain a CCBD within the first 150 amino acids,,0.00465,,none,,-,,-
A0A0H2VW22	SF1967,,Protein does not contain a CCBD within the first 150 amino acids,,0.72422,,none,,-,,-
A0A0H2VW26	SF2354,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,ER,,-,,-
A0A0H2VW51	
A0A0H2VWL1	SF2263,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,ER,,-,,-
A0A0H2VWM2	SF1280,,Protein does not contain a CCBD within the first 150 amino acids,,0.31531,,none,,-,,-
A0A0H2VX20	SF1453,,Protein does not contain a CCBD within the first 150 amino acids,,0.0041,,possibly mitochondrial,,-,,-
A0A0H2VX23	SF2989,,Protein does not contain a CCBD within the first 150 amino acids,,3e-05,,none,,-,,-
A0A0H2VX42	SF3016,,Protein does not contain a CCBD within the first 150 amino acids,,0.00032,,none,,-,,-
A0A0H2VX83	SF3078,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,PF03738 5,,-
A0A0H2VXB8	SF2730,,Protein does not contain a CCBD within the first 150 amino acids,,0.00439,,none,,-,,-
A0A0H2VXH5	SF3273,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,ER,,-,,-
A0A0H2VXM7	SF1913,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,possibly ER,,-,,-
A0A0H2VXW3	SF3027,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,possibly mitochondrial,,-,,-
A0A0H2VXW8	SF3047,,Protein does not contain a CCBD within the first 150 amino acids,,0.00038,,possibly mitochondrial,,-,,-
A0A0H2VXY8	SF3860,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,possibly mitochondrial,,-,,-
A0A0H2VXZ9	SF1845,,Protein does not contain a CCBD within the first 150 amino acids,,6e-05,,none,,-,,-
A0A0H2VY02	SF1768,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,possibly ER,,PF01527 47,,-
A0A0H2VY20	SF3131,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2VY68	SF2271,,Protein does not contain a CCBD within the first 150 amino acids,,5e-05,,none,,-,,-
A0A0H2VYF0	SF2484,,Protein does not contain a CCBD within the first 150 amino acids,,0.98499,,none,,-,,-
A0A0H2VYF7	SF4101,,Protein does not contain a CCBD within the first 150 amino acids,,0.01727,,none,,-,,-
A0A0H2VYP7	SF3414,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,ER,,-,,-
A0A0H2VYQ8	SF3932,,Protein does not contain a CCBD within the first 150 amino acids,,0.00204,,none,,-,,-
A0A0H2VYU4	SF1801,,Protein does not contain a CCBD within the first 150 amino acids,,0.00021,,none,,PF13276 47;PF00665 34,,-
A0A0H2VYX6	SF3797,,Protein does not contain a CCBD within the first 150 amino acids,,0.00076,,none,,-,,-
A0A0H2VZ63	SF2964,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2VZN3	SF3070,,Protein does not contain a CCBD within the first 150 amino acids,,1e-05,,none,,-,,-
A0A0H2VZP1	SF3365,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,ER,,-,,-
A0A0H2VZQ5	SF3127,,Protein does not contain a CCBD within the first 150 amino acids,,0.00023,,none,,-,,-
A0A0H2VZS4	SF4031,,Protein does not contain a CCBD within the first 150 amino acids,,2e-05,,none,,-,,-
A0A0H2VZY7	SF4328,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2W006	SF3822,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2W0B9	SF3891,,Protein does not contain a CCBD within the first 150 amino acids,,0.00017,,none,,-,,-
A0A0H2W0C8	SF3851,,CCBD (LQQLISTISN) found downstream of expected region,,0.00171,,none,,-,,-
A0A0H2W0D3	SF3626,,Protein does not contain a CCBD within the first 150 amino acids,,0.00877,,none,,-,,-
A0A0H2W0I3	SF3732,,CCBD (MNMQITKILN) found within N-terminal region,,0.4573,,none,,-,,-
A0A0H2W0M7	SF3649,,Protein does not contain a CCBD within the first 150 amino acids,,0.00031,,none,,-,,-
A0A0H2W0U1	SF4252,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
A0A0H2W120	SF3413,,Protein does not contain a CCBD within the first 150 amino acids,,0.97042,,none,,-,,-
A0A0H2WVE0	
A0A0H2WVJ7	SACOL0875,,-,,-,,none,,-,,-
A0A0H2WVT9	
A0A0H2WVU2	
A0A0H2WVX8	
A0A0H2WW08	SACOL1005,,-,,-,,none,,-,,-
A0A0H2WW42	
A0A0H2WW50	
A0A0H2WW54	
A0A0H2WW67	
A0A0H2WW68	SACOL1669,,-,,-,,none,,-,,-
A0A0H2WW75	SACOL1679,,-,,-,,none,,-,,-
A0A0H2WWC0	
A0A0H2WWE9	
A0A0H2WWF0	SACOL1543,,-,,-,,none,,-,,-
A0A0H2WWF4	
A0A0H2WWN8	
A0A0H2WWP2	
A0A0H2WWR5	SACOL2255,,-,,-,,none,,-,,-
A0A0H2WWV4	
A0A0H2WWV6	SACOL1043,,-,,-,,none,,-,,-
A0A0H2WWV7	SACOL2043,,-,,-,,none,,-,,-
A0A0H2WWY8	
A0A0H2WX02	SACOL2394,,-,,-,,none,,-,,-
A0A0H2WX21	
A0A0H2WX37	
A0A0H2WX88	
A0A0H2WXA4	SACOL2057,,-,,-,,none,,-,,-
A0A0H2WXA5	
A0A0H2WXB1	
A0A0H2WXB4	
A0A0H2WXD9	SACOL0137,,-,,-,,none,,-,,-
A0A0H2WXE3	
A0A0H2WXT4	SACOL2316,,-,,-,,ER,,-,,-
A0A0H2WXU4	SACOL2332,,-,,-,,none,,-,,-
A0A0H2WY00	SACOL0016,,-,,-,,none,,-,,-
A0A0H2WY40	SACOL2479,,-,,-,,none,,-,,-
A0A0H2WY61	
A0A0H2WYD2	
A0A0H2WYE2	SACOL0032,,-,,-,,none,,-,,-
A0A0H2WYH9	
A0A0H2WYJ9	SACOL1101,,-,,-,,ER,,-,,-
A0A0H2WYM6	
A0A0H2WYP2	SACOL1253,,-,,-,,none,,-,,-
A0A0H2WYT5	
A0A0H2WYV4	SACOL0516,,-,,-,,none,,-,,-
A0A0H2WYW1	
A0A0H2WYW9	
A0A0H2WZ06	
A0A0H2WZ29	SACOL1298,,-,,-,,none,,-,,-
A0A0H2WZ39	SACOL1814,,-,,-,,none,,-,,-
A0A0H2WZ77	SACOL1613,,-,,-,,none,,-,,-
A0A0H2WZ86	SACOL1205,,-,,-,,none,,-,,-
A0A0H2WZB1	SACOL1285,,-,,-,,none,,-,,-
A0A0H2WZC2	
A0A0H2WZF0	
A0A0H2WZG1	
A0A0H2WZG9	
A0A0H2WZJ1	
A0A0H2WZL1	
A0A0H2WZM0	SACOL2663,,-,,-,,none,,-,,-
A0A0H2WZQ6	
A0A0H2WZW3	
A0A0H2WZX2	SACOL2293,,-,,-,,none,,-,,-
A0A0H2WZY6	SACOL1753,,-,,-,,none,,-,,-
A0A0H2WZZ2	SACOL0281,,-,,-,,none,,-,,-
A0A0H2X027	
A0A0H2X029	SACOL0429,,-,,-,,none,,-,,-
A0A0H2X037	SACOL1937,,-,,-,,none,,-,,-
A0A0H2X0A1	SACOL0427,,-,,-,,none,,-,,-
A0A0H2X0B5	
A0A0H2X0C4	SACOL2664,,-,,-,,none,,-,,-
A0A0H2X1A6	SACOL0241,,-,,-,,none,,-,,-
A0A0H2X1G4	
A0A0H2YY22	
A0A0H2Z6P1	
A0A0H2Z6X6	
A0A0H2Z7B7	
A0A0H2Z892	
A0A0H2Z8T0	
A0A0H2Z968	
A0A0H2Z9A9	
A0A0H2Z9C3	
A0A0H2Z9M5	
A0A0H2Z9S0	
A0A0H2Z9U4	
A0A0H2ZA56	
A0A0H2ZA93	
A0A0H2ZAH9	
A0A0H2ZAX4	
A0A0H2ZBE7	
A0A0H2ZBR4	
A0A0H2ZCG9	
A0A0H2ZCW9	
A0A0H2ZD39	
A0A0H2ZDN1	
A0A0H2ZE32	
A0A0H2ZEH0	
A0A0H2ZEZ6	
A0A0H2ZF94	
A0A0H2ZFZ7	
A0A0H2ZGH6	
A0A0H2ZGM4	
A0A0H2ZGY3	
A0A0H2ZHP8	
A0A0H2ZHV0	
A0A0H2ZI65	
A0A0H2ZIH9	
A0A0H2ZIW7	
A0A0H2ZK24	
A0A0H2ZLD8	
A0A0H2ZLE0	
A0A0H2ZLH0	
