Protein	Accession	Accession.id
A0A0H2UWZ6	ENOG4105HEI;ENOG410XRV0	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UWZ6&target_nogs=ENOG4105HEI;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UWZ6&target_nogs=ENOG410XRV0
A0A0H2UX03		
A0A0H2UX23		
A0A0H2UX29	ENOG4108YZN;COG1186	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UX29&target_nogs=ENOG4108YZN;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UX29&target_nogs=COG1186
A0A0H2UX95	ENOG4105CHG;COG0247	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UX95&target_nogs=ENOG4105CHG;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UX95&target_nogs=COG0247
A0A0H2UXE8	ENOG4105EYH;COG0419	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UXE8&target_nogs=ENOG4105EYH;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UXE8&target_nogs=COG0419
A0A0H2UXR4	ENOG4105CHY;COG3051	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UXR4&target_nogs=ENOG4105CHY;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UXR4&target_nogs=COG3051
A0A0H2UXU2		
A0A0H2UXV0	ENOG4107QIX;COG0033	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UXV0&target_nogs=ENOG4107QIX;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UXV0&target_nogs=COG0033
A0A0H2UXW2	COG0457	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UXW2&target_nogs=COG0457
A0A0H2UY03		
A0A0H2UY50		
A0A0H2UY62	ENOG4105D06;COG0476	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UY62&target_nogs=ENOG4105D06;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UY62&target_nogs=COG0476
A0A0H2UY65	ENOG4105C5H;COG0488	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UY65&target_nogs=ENOG4105C5H;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UY65&target_nogs=COG0488
A0A0H2UY89	ENOG4105C7K;COG0028	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UY89&target_nogs=ENOG4105C7K;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UY89&target_nogs=COG0028
A0A0H2UY99		
A0A0H2UYA8		
A0A0H2UYC2	ENOG4107XNI;ENOG410ZHID	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UYC2&target_nogs=ENOG4107XNI;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UYC2&target_nogs=ENOG410ZHID
A0A0H2UYC3		
A0A0H2UYD2		
A0A0H2UYJ4		
A0A0H2UYP6	ENOG4105YAZ;COG0115	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UYP6&target_nogs=ENOG4105YAZ;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UYP6&target_nogs=COG0115
A0A0H2UYV7		
A0A0H2UYY2	ENOG4105UBK;COG1028	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UYY2&target_nogs=ENOG4105UBK;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UYY2&target_nogs=COG1028
A0A0H2UYY3		
A0A0H2UYY9		
A0A0H2UZ04		
A0A0H2UZ60	ENOG4105H2K;COG2995	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UZ60&target_nogs=ENOG4105H2K;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UZ60&target_nogs=COG2995
A0A0H2UZ75		
A0A0H2UZI2		
A0A0H2UZL0	ENOG4107GFK;COG1838;COG1951	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UZL0&target_nogs=ENOG4107GFK;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UZL0&target_nogs=COG1838;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UZL0&target_nogs=COG1951
A0A0H2UZM7		
A0A0H2UZP6		
A0A0H2UZP8	ENOG4108I0Z;COG1048	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UZP8&target_nogs=ENOG4108I0Z;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UZP8&target_nogs=COG1048
A0A0H2UZQ6	ENOG4105F27;COG2814	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UZQ6&target_nogs=ENOG4105F27;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UZQ6&target_nogs=COG2814
A0A0H2UZT5	ENOG4105C5H;COG0488	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UZT5&target_nogs=ENOG4105C5H;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UZT5&target_nogs=COG0488
A0A0H2UZX5		
A0A0H2UZZ8	ENOG4106FE3;ENOG410Y6F1	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UZZ8&target_nogs=ENOG4106FE3;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2UZZ8&target_nogs=ENOG410Y6F1
A0A0H2V013		
A0A0H2V042		
A0A0H2V062	ENOG4105VDH;COG1080;COG1925;COG3412	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V062&target_nogs=ENOG4105VDH;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V062&target_nogs=COG1080;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V062&target_nogs=COG1925;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V062&target_nogs=COG3412
A0A0H2V075		
A0A0H2V0B5		
A0A0H2V0C3	ENOG4105FYV;COG0775	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V0C3&target_nogs=ENOG4105FYV;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V0C3&target_nogs=COG0775
A0A0H2V0C8		
A0A0H2V0D7		
A0A0H2V0E5		
A0A0H2V0F8		
A0A0H2V0J1		
A0A0H2V0L8	ENOG4105D53;COG2313	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V0L8&target_nogs=ENOG4105D53;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V0L8&target_nogs=COG2313
A0A0H2V0M8		
A0A0H2V0Q5		
A0A0H2V0R7		
A0A0H2V0T8	ENOG4105C6H;COG0282	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V0T8&target_nogs=ENOG4105C6H;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V0T8&target_nogs=COG0282
A0A0H2V0W2		
A0A0H2V0Y6	ENOG4105CHM;COG0436	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V0Y6&target_nogs=ENOG4105CHM;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V0Y6&target_nogs=COG0436
A0A0H2V0Z7	ENOG4105C6T;COG0031	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V0Z7&target_nogs=ENOG4105C6T;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V0Z7&target_nogs=COG0031
A0A0H2V104	ENOG4105C6K;COG0280;COG0281	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V104&target_nogs=ENOG4105C6K;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V104&target_nogs=COG0280;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V104&target_nogs=COG0281
A0A0H2V107		
A0A0H2V132		
A0A0H2V137		
A0A0H2V170		
A0A0H2V179		
A0A0H2V1A9	ENOG4105CUU;COG0855	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V1A9&target_nogs=ENOG4105CUU;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V1A9&target_nogs=COG0855
A0A0H2V1B5		
A0A0H2V1E3		
A0A0H2V1J2		
A0A0H2V1J5		
A0A0H2V1M4		
A0A0H2V1N8		
A0A0H2V1P4		
A0A0H2V1Q4		
A0A0H2V1U5		
A0A0H2V1V4		
A0A0H2V1V9	ENOG4105NF4;COG2249	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V1V9&target_nogs=ENOG4105NF4;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V1V9&target_nogs=COG2249
A0A0H2V1Z0	ENOG4105C6N;COG1882	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V1Z0&target_nogs=ENOG4105C6N;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V1Z0&target_nogs=COG1882
A0A0H2V203	ENOG4105E98;COG1349	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V203&target_nogs=ENOG4105E98;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V203&target_nogs=COG1349
A0A0H2V252		
A0A0H2V292		
A0A0H2V2A5		
A0A0H2V2A8	ENOG4105CTX;COG2721	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V2A8&target_nogs=ENOG4105CTX;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V2A8&target_nogs=COG2721
A0A0H2V2B5	ENOG4107T6V;COG0584	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V2B5&target_nogs=ENOG4107T6V;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V2B5&target_nogs=COG0584
A0A0H2V2L0		
A0A0H2V2S3	ENOG4108J2H;COG4150	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V2S3&target_nogs=ENOG4108J2H;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V2S3&target_nogs=COG4150
A0A0H2V2U9		
A0A0H2V2V7	ENOG4105DYC;COG2382	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V2V7&target_nogs=ENOG4105DYC;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V2V7&target_nogs=COG2382
A0A0H2V2Y1	ENOG4105ECY;COG0483	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V2Y1&target_nogs=ENOG4105ECY;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V2Y1&target_nogs=COG0483
A0A0H2V2Y7		
A0A0H2V2Z3		
A0A0H2V371		
A0A0H2V3A5	ENOG4106EZN;ENOG410Y7B1	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V3A5&target_nogs=ENOG4106EZN;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V3A5&target_nogs=ENOG410Y7B1
A0A0H2V3C6	ENOG4105EDR;COG0738	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V3C6&target_nogs=ENOG4105EDR;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V3C6&target_nogs=COG0738
A0A0H2V3I9		
A0A0H2V3M4	ENOG4105MA0;COG2911	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V3M4&target_nogs=ENOG4105MA0;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V3M4&target_nogs=COG2911
A0A0H2V3M9	ENOG4105C00;COG1053	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V3M9&target_nogs=ENOG4105C00;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V3M9&target_nogs=COG1053
A0A0H2V3N4		
A0A0H2V3P9		
A0A0H2V3Q5		
A0A0H2V3S2	ENOG4105CFH;COG0460;COG0527	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V3S2&target_nogs=ENOG4105CFH;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V3S2&target_nogs=COG0460;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V3S2&target_nogs=COG0527
A0A0H2V3S3	ENOG4105C26;COG1012	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V3S3&target_nogs=ENOG4105C26;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V3S3&target_nogs=COG1012
A0A0H2V3V0	ENOG4105C3R;COG0646;COG1410	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V3V0&target_nogs=ENOG4105C3R;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V3V0&target_nogs=COG0646;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V3V0&target_nogs=COG1410
A0A0H2V407		
A0A0H2V442	ENOG4105CG3;COG0366	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V442&target_nogs=ENOG4105CG3;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V442&target_nogs=COG0366
A0A0H2V488	ENOG4105CBX;COG2081	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V488&target_nogs=ENOG4105CBX;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V488&target_nogs=COG2081
A0A0H2V555	ENOG4108I9X;COG2224	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V555&target_nogs=ENOG4108I9X;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V555&target_nogs=COG2224
A0A0H2V5C4	ENOG4105DEI;COG0246	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V5C4&target_nogs=ENOG4105DEI;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2V5C4&target_nogs=COG0246
A0A0H2V5L0		
A0A0H2VSM9	ENOG4108ZQS;COG2963	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VSM9&target_nogs=ENOG4108ZQS;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VSM9&target_nogs=COG2963
A0A0H2VSS8		
A0A0H2VT45		
A0A0H2VT54	ENOG4107QR9;COG1139	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VT54&target_nogs=ENOG4107QR9;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VT54&target_nogs=COG1139
A0A0H2VT81		
A0A0H2VTA6	ENOG4107RE1;COG0524	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VTA6&target_nogs=ENOG4107RE1;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VTA6&target_nogs=COG0524
A0A0H2VTF9	ENOG4105E2A;COG1063	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VTF9&target_nogs=ENOG4105E2A;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VTF9&target_nogs=COG1063
A0A0H2VTI8	ENOG4107QNR;COG0327	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VTI8&target_nogs=ENOG4107QNR;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VTI8&target_nogs=COG0327
A0A0H2VTK0	ENOG4105KS6;COG2963	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VTK0&target_nogs=ENOG4105KS6;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VTK0&target_nogs=COG2963
A0A0H2VTU0	ENOG4105HFZ;COG0670	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VTU0&target_nogs=ENOG4105HFZ;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VTU0&target_nogs=COG0670
A0A0H2VTW3		
A0A0H2VTY7		
A0A0H2VTZ4	ENOG4105CD8;COG0308	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VTZ4&target_nogs=ENOG4105CD8;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VTZ4&target_nogs=COG0308
A0A0H2VUP7		
A0A0H2VUT9		
A0A0H2VUW9	ENOG4105CJ4;COG0787	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VUW9&target_nogs=ENOG4105CJ4;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VUW9&target_nogs=COG0787
A0A0H2VUZ8	ENOG4105C0A;COG1012;COG1454	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VUZ8&target_nogs=ENOG4105C0A;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VUZ8&target_nogs=COG1012;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VUZ8&target_nogs=COG1454
A0A0H2VV08		
A0A0H2VV29	ENOG4105C6P;COG0466	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VV29&target_nogs=ENOG4105C6P;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VV29&target_nogs=COG0466
A0A0H2VV39	ENOG4105D95;COG0674;COG1013;COG1014	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VV39&target_nogs=ENOG4105D95;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VV39&target_nogs=COG0674;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VV39&target_nogs=COG1013;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VV39&target_nogs=COG1014
A0A0H2VV44	ENOG4105C5I;COG1052	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VV44&target_nogs=ENOG4105C5I;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VV44&target_nogs=COG1052
A0A0H2VV48	ENOG4108HV6;COG0477	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VV48&target_nogs=ENOG4108HV6;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VV48&target_nogs=COG0477
A0A0H2VVB7	ENOG4105DKW;COG1119	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VVB7&target_nogs=ENOG4105DKW;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VVB7&target_nogs=COG1119
A0A0H2VVC0		
A0A0H2VVD2	ENOG4105C00;COG1053	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VVD2&target_nogs=ENOG4105C00;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VVD2&target_nogs=COG1053
A0A0H2VVG5	ENOG4105C7P;COG0567	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VVG5&target_nogs=ENOG4105C7P;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VVG5&target_nogs=COG0567
A0A0H2VVI1	ENOG4105CXK;COG4948	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VVI1&target_nogs=ENOG4105CXK;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VVI1&target_nogs=COG4948
A0A0H2VVP2	ENOG4105KSC;COG1734	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VVP2&target_nogs=ENOG4105KSC;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VVP2&target_nogs=COG1734
A0A0H2VVS9	ENOG4105EIE;COG1830	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VVS9&target_nogs=ENOG4105EIE;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VVS9&target_nogs=COG1830
A0A0H2VVU1	ENOG4108Q2J;COG2979	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VVU1&target_nogs=ENOG4108Q2J;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VVU1&target_nogs=COG2979
A0A0H2VW13	ENOG4106371;COG0500	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VW13&target_nogs=ENOG4106371;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VW13&target_nogs=COG0500
A0A0H2VW22		
A0A0H2VW26	ENOG4105D65;COG1009	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VW26&target_nogs=ENOG4105D65;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VW26&target_nogs=COG1009
A0A0H2VW51		
A0A0H2VWL1		
A0A0H2VWM2		
A0A0H2VX20	ENOG4105E98;COG1349	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VX20&target_nogs=ENOG4105E98;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VX20&target_nogs=COG1349
A0A0H2VX23		
A0A0H2VX42	ENOG4108ZJF;COG3193	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VX42&target_nogs=ENOG4108ZJF;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VX42&target_nogs=COG3193
A0A0H2VX83	ENOG4106032;COG0754	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VX83&target_nogs=ENOG4106032;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VX83&target_nogs=COG0754
A0A0H2VXB8	ENOG410804X;COG1349	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VXB8&target_nogs=ENOG410804X;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VXB8&target_nogs=COG1349
A0A0H2VXH5	ENOG4108W2Q;COG3105	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VXH5&target_nogs=ENOG4108W2Q;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VXH5&target_nogs=COG3105
A0A0H2VXM7	ENOG4107QY8;COG0243	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VXM7&target_nogs=ENOG4107QY8;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VXM7&target_nogs=COG0243
A0A0H2VXW3	ENOG4108M8S;COG0795	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VXW3&target_nogs=ENOG4108M8S;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VXW3&target_nogs=COG0795
A0A0H2VXW8	ENOG4105CPC;COG0667	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VXW8&target_nogs=ENOG4105CPC;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VXW8&target_nogs=COG0667
A0A0H2VXY8		
A0A0H2VXZ9		
A0A0H2VY02		
A0A0H2VY20	ENOG4105CTX;COG2721	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VY20&target_nogs=ENOG4105CTX;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VY20&target_nogs=COG2721
A0A0H2VY68	ENOG4105CFI;COG1061	http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VY68&target_nogs=ENOG4105CFI;http://eggnogdb.embl.de/#/app/results?seqid=A0A0H2VY68&target_nogs=COG1061
